12838KMLB MLB20241201193010412/01/24 19:30:31  5-MIN KMLB 020030Z 33010KT 10SM CLR 13/07 A3016 -180 66 -300 340/10 RMK AO2 T01330072
12838KMLB MLB20241201193510412/01/24 19:35:31  5-MIN KMLB 020035Z 33009KT 10SM CLR 14/07 A3016 -180 64 -300 340/09 RMK AO2 T01390072
12838KMLB MLB20241201194010412/01/24 19:40:31  5-MIN KMLB 020040Z 34010KT 10SM CLR 14/07 A3016 -190 64 -300 350/10 RMK AO2 T01390072
12838KMLB MLB20241201194510412/01/24 19:45:31  5-MIN KMLB 020045Z 34009KT 10SM CLR 14/07 A3017 -190 64 -300 350/09 RMK AO2 T01390072
12838KMLB MLB20241201195011112/01/24 19:50:31  5-MIN KMLB 020050Z 34009KT 10SM CLR 14/07 A3017 -190 64 -300 340/09 RMK AO2 SLP215 T01390072
12838KMLB MLB20241201195510412/01/24 19:55:31  5-MIN KMLB 020055Z 33009KT 10SM CLR 13/07 A3017 -190 66 -400 340/09 RMK AO2 T01330072
12838KMLB MLB20241201200010412/01/24 20:00:31  5-MIN KMLB 020100Z 33010KT 10SM CLR 14/07 A3017 -190 64 -300 340/10 RMK AO2 T01390072
12838KMLB MLB20241201200510412/01/24 20:05:31  5-MIN KMLB 020105Z 33010KT 10SM CLR 14/08 A3017 -190 66 -300 340/10 RMK AO2 T01390078
12838KMLB MLB20241201201010412/01/24 20:10:31  5-MIN KMLB 020110Z 34009KT 10SM CLR 14/08 A3017 -190 66 -300 340/09 RMK AO2 T01390078
12838KMLB MLB20241201201510412/01/24 20:15:31  5-MIN KMLB 020115Z 34009KT 10SM CLR 14/08 A3017 -190 66 -300 340/09 RMK AO2 T01390078
12838KMLB MLB20241201202010412/01/24 20:20:31  5-MIN KMLB 020120Z 34009KT 10SM CLR 14/08 A3017 -190 66 -300 340/09 RMK AO2 T01390078
